Date,Close,Contrast;,Fluctuation,Poetry,High,Low,Volume,Transaction price,Market capitalization,Stocks
2020-07-28,1795,-25,-1.37,1830,1830,1770,32085,57317495,40027516340,22299452
2020-07-27,1820,45,2.54,1775,1835,1760,27548,49336740,40585002640,22299452
2020-07-24,1775,-25,-1.39,1800,1800,1775,37993,67601055,39581527300,22299452
2020-07-23,1800,25,1.41,1780,1800,1770,47908,85358945,40139013600,22299452
2020-07-22,1775,-35,-1.93,1810,1825,1775,48514,86990700,39581527300,22299452
2020-07-21,1810,0,0,1800,1825,1790,51869,93653820,40362008120,22299452
2020-07-20,1810,0,0,1835,1835,1750,55400,99111055,40362008120,22299452
2020-07-17,1810,-5,-0.28,1835,1850,1800,32760,59550925,40362008120,22299452
2020-07-16,1815,-15,-0.82,1840,1840,1805,20755,37732450,40473505380,22299452
2020-07-15,1830,-5,-0.27,1855,1855,1790,21380,38785975,40807997160,22299452
2020-07-14,1835,40,2.23,1795,1850,1770,28333,51291050,40919494420,22299452
2020-07-13,1795,-5,-0.28,1805,1805,1770,53147,94674800,40027516340,22299452
2020-07-10,1800,15,0.84,1820,1820,1775,32487,57950120,40139013600,22299452
2020-07-09,1785,-25,-1.38,1820,1820,1785,35350,63414295,39804521820,22299452
2020-07-08,1810,10,0.56,1800,1810,1780,86887,155929320,40362008120,22299452
2020-07-07,1800,-15,-0.83,1815,1825,1780,47538,85262200,40139013600,22299452
2020-07-06,1815,-15,-0.82,1850,1850,1800,39128,70855545,40473505380,22299452
2020-07-03,1830,30,1.67,1805,1830,1795,41931,75775695,40807997160,22299452
2020-07-02,1800,0,0,1805,1820,1790,32758,58979040,40139013600,22299452
2020-07-01,1800,-30,-1.64,1830,1920,1790,451339,842346970,40139013600,22299452
2020-06-30,1830,15,0.83,1830,1835,1805,15834,28765565,40807997160,22299452
2020-06-29,1815,-20,-1.09,1800,1835,1790,44623,80455450,40473505380,22299452
2020-06-26,1835,-15,-0.81,1885,1885,1830,21185,38943190,40919494420,22299452
2020-06-25,1850,-5,-0.27,1875,1875,1785,38229,69331120,41253986200,22299452
2020-06-24,1855,15,0.82,1840,1860,1825,41949,77149125,41365483460,22299452
